time,min,mean,max,Method,nCells
9.423728813559322,-8.76664e-06,-8.799697104376849e-08,0.3000043333333333,geoVoF_Brackbill,32
6.372881355932203,-1.46629e-05,1.444099340067419e-07,0.47857666666666665,geoVoF_Brackbill,32
4.677966101694915,-9.01957e-06,-8.996356565656811e-08,0.30549866666666664,geoVoF_Brackbill,32
16.881355932203387,-5.42742e-06,-5.463428902357132e-08,0.18448,geoVoF_Brackbill,32
15.322033898305085,-8.69882e-07,-9.039614346289267e-09,0.030553966666666668,geoVoF_Brackbill,32
16.610169491525426,-5.47054e-06,-5.5742033904111134e-08,0.186056,geoVoF_Brackbill,32
18.16949152542373,-1.40672e-06,-1.410273923875422e-08,0.04718033333333334,geoVoF_Brackbill,32
2.305084745762712,-1.1341e-05,-1.1386803771043405e-07,0.38906,geoVoF_Brackbill,32
21.69491525423729,-2.31949e-07,2.4047652296820336e-09,0.008186533333333334,geoVoF_Brackbill,32
9.288135593220339,-7.79254e-06,-7.819537171717496e-08,0.26732199999999995,geoVoF_Brackbill,32
24.610169491525426,-1.00952e-06,-1.0148214325260005e-08,0.03403266666666666,geoVoF_Brackbill,32
7.322033898305085,-1.35038e-05,1.3309158451178333e-07,0.44153,geoVoF_Brackbill,32
21.6271186440678,-4.51962e-07,4.603588692579502e-09,0.015334433333333333,geoVoF_Brackbill,32
4.271186440677966,-1.52489e-05,-1.5305177373737168e-07,0.5175033333333333,geoVoF_Brackbill,32
8.338983050847459,-2.47791e-06,2.4561722474227564e-08,0.08244133333333334,geoVoF_Brackbill,32
14.983050847457628,-1.23525e-06,1.2332406435986467e-08,0.04128833333333333,geoVoF_Brackbill,32
0.13559322033898305,-2.95011e-05,3.133164638576463e-07,0.9789633333333333,geoVoF_Brackbill,32
0.6779661016949153,-2.4455e-05,2.421378127946111e-07,0.8038333333333333,geoVoF_Brackbill,32
18.71186440677966,-1.01643e-06,9.909862456747328e-09,0.03226943333333333,geoVoF_Brackbill,32
12.067796610169491,-1.74367e-06,1.70272019723187e-08,0.055336,geoVoF_Brackbill,32
11.11864406779661,-6.47993e-06,-6.464600202020214e-08,0.21961566666666665,geoVoF_Brackbill,32
