time,min,mean,max,Method,nCells
9.423728813559322,-2.43588e-05,1.0240908796296268e-06,1.3628366666666667,geoVoF_Brackbill,32
6.372881355932203,-2.39455e-05,1.3631738397435903e-06,2.15282,geoVoF_Brackbill,32
4.677966101694915,-1.60516e-05,4.810385122866901e-07,0.6930633333333334,geoVoF_Brackbill,32
16.881355932203387,-2.03398e-05,9.969912233333305e-07,1.0673300000000001,geoVoF_Brackbill,32
15.322033898305085,-2.03552e-05,1.3299126778523511e-06,1.5669633333333335,geoVoF_Brackbill,32
16.610169491525426,-2.10224e-05,1.0626667764750864e-06,1.17255,geoVoF_Brackbill,32
18.16949152542373,-1.71179e-05,5.091498243243241e-07,0.8188366666666667,geoVoF_Brackbill,32
2.305084745762712,-1.69437e-05,-1.8430842214532588e-08,0.6639066666666666,geoVoF_Brackbill,32
21.69491525423729,-1.59625e-05,3.9025341317567695e-07,0.75296,geoVoF_Brackbill,32
9.288135593220339,-2.38979e-05,1.0205163703703737e-06,1.38835,geoVoF_Brackbill,32
24.610169491525426,-1.81974e-05,6.295990255033521e-07,1.3472899999999999,geoVoF_Brackbill,32
7.322033898305085,-2.41528e-05,2.1844189938461613e-06,2.1975166666666666,geoVoF_Brackbill,32
21.6271186440678,-1.58398e-05,3.677740374628393e-07,0.7479333333333333,geoVoF_Brackbill,32
4.271186440677966,-1.68243e-05,2.1644451780821935e-07,0.58805,geoVoF_Brackbill,32
8.338983050847459,-2.44007e-05,1.5946131512345713e-06,2.01607,geoVoF_Brackbill,32
14.983050847457628,-1.94277e-05,1.3449249691275198e-06,1.59148,geoVoF_Brackbill,32
0.13559322033898305,-3.23277e-05,5.704074615384598e-07,1.2799099999999999,geoVoF_Brackbill,32
0.6779661016949153,-2.94592e-05,-2.6201854938273363e-08,1.0509833333333332,geoVoF_Brackbill,32
18.71186440677966,-1.66996e-05,2.734461697278918e-07,0.7116233333333334,geoVoF_Brackbill,32
12.067796610169491,-2.78783e-05,-5.771615576923074e-07,0.9706133333333332,geoVoF_Brackbill,32
11.11864406779661,-2.89408e-05,-9.957518619631896e-07,0.9865,geoVoF_Brackbill,32
20.610169491525426,-1.71477e-05,2.0087919112628003e-07,0.6860933333333332,geoVoF_Brackbill,32
22.915254237288135,-1.79575e-05,6.779400606060602e-07,0.83565,geoVoF_Brackbill,32
21.559322033898304,-1.5718e-05,3.457355496621638e-07,0.7429233333333333,geoVoF_Brackbill,32
22.033898305084744,-1.65787e-05,5.052569372972982e-07,0.7776566666666667,geoVoF_Brackbill,32
6.779661016949153,-2.43098e-05,1.6900857476635514e-06,2.2031199999999997,geoVoF_Brackbill,32
2.847457627118644,-2.08974e-05,-2.6667215202702635e-07,0.75597,geoVoF_Brackbill,32
20.474576271186443,-1.73399e-05,1.7579962116040943e-07,0.6801766666666667,geoVoF_Brackbill,32
6.711864406779661,-2.43144e-05,1.6571508317756948e-06,2.199583333333333,geoVoF_Brackbill,32
